Id,JobId,Title,Employer,Source,Description,Location,Industry,ExpiryDate,ScrappedDate
0,152105,Content Leader/Social Media Marketing Coordinator/Website Designer,13.12.2023 | MISSION AFRICA INSTITUTE OF TECHNOLOGY,https://www.ghanajob.com/job-vacancies-ghana/content-leadersocial-media-marketing-coordinatorwebsite-designer-152105,We are looking for a Content manager and Media Marketing Coordinator who can design or improve WebsitesResponsibilitiesA social media...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,152151,Document Controller,13.12.2023 | ARCHTYPE GROUP,https://www.ghanajob.com/job-vacancies-ghana/document-controller-152151,"ResponsibilitiesControl the numbering, sorting, filling, storing and retrieval of both electronical and hard copy documents produced...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152154,Business Development Officer,13.12.2023 | HCOWA GHANA LIMITED COMPANY,https://www.ghanajob.com/job-vacancies-ghana/business-development-officer-152154,"ResponsibilitiesIdentify and research prospects, clients or partners.Develop and present proposals to partnersAbility to sign up contracts...",Region of : Greater Accra,,,12/13/2023 00:00:00
0,152266,Intern/Product Design - Full Remote (Africa),13.12.2023 | AMAZETHU,https://www.ghanajob.com/job-vacancies-ghana/internproduct-design-full-remote-africa-152266,"Company DescriptionAmazéthu is a language and technology company. We use the latest in deep learning, speech processing and artificial...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152461,Income Tax Specialist,13.12.2023 | AFRICAN TAX ADMINISTRATION FORUM (ATAF),https://www.ghanajob.com/job-vacancies-ghana/income-tax-specialist-152461,The African Tax Administration Forum (ATAF) has received financing from the African Development Fund toward the cost of the Regional...,Region of : International,,,12/13/2023 00:00:00
0,152462,Transfer Pricing Specialist,13.12.2023 | AFRICAN TAX ADMINISTRATION FORUM (ATAF),https://www.ghanajob.com/job-vacancies-ghana/transfer-pricing-specialist-152462,The African Tax Administration Forum (ATAF) has received financing from the African Development Fund toward the cost of the Regional...,Region of : International,,,12/13/2023 00:00:00
0,152550,Student Recruitment Officer,13.12.2023 | PUNZILA EDUCATIONAL SERVICES,https://www.ghanajob.com/job-vacancies-ghana/student-recruitment-officer-152550,This position within our management team will be responsible for overseeingall study abroad based recruitment activities for the companyin...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,152642,Medical Representative,13.12.2023 | PHYTO-RIKER PHARMACEUTICALS LIMITED,https://www.ghanajob.com/job-vacancies-ghana/medical-representative-152642,DEPARTMENT: MARKETING &amp; SALES &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,152795,Administrative Assistant,13.12.2023 | AQUA SMILE,https://www.ghanajob.com/job-vacancies-ghana/administrative-assistant-152795,"WHAT YOU WILL DOOrganize and schedule appointmentsPlan meetings and take detailed minutesWrite and distribute email, correspondence memos,...",Region of : Volta,,,12/13/2023 00:00:00
0,152942,Online Tutors,13.12.2023 | EDUCIFY INC.,https://www.ghanajob.com/job-vacancies-ghana/online-tutors-152942,"We are seeking Tutors who will help our students in various fields (Language, IT, Science, Arts, Academics, Culinary and others)!You will...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152991,POS Technician,13.12.2023 | PYSMA GROUP GHANA,https://www.ghanajob.com/job-vacancies-ghana/pos-technician-152991,A POS technician is a trained professional who is involved in the day-to-day operation of technology applications and equipment related to...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,153081,Sales Representative,13.12.2023 | BAOBAB TECHNOLOGY,https://www.ghanajob.com/job-vacancies-ghana/sales-representative-153081,"Responsibilities:Responsible for the sales of the company&#39;s electrical products, including switches, sockets, welding rods, adhesives,...",Region of : Greater Accra,,,12/13/2023 00:00:00
0,153082,Marketing Director,13.12.2023 | BAOBAB TECHNOLOGY,https://www.ghanajob.com/job-vacancies-ghana/marketing-director-153082,"ResponsibilitiesDevelop and implement marketing strategies for the promotion and sales of the company&#39;s electrical products, including...",Region of : Greater Accra,,,12/13/2023 00:00:00
0,153248,Maintenance Manager for a Photovoltaic Solar Power Plant,13.12.2023 | AUTOLUYE,https://www.ghanajob.com/job-vacancies-ghana/maintenance-manager-photovoltaic-solar-power-plant-153248,We are seeking an experienced maintenance engineer to oversee a photovoltaic solar power plant (PV).Responsibilities:Plan and organize...,Region of : International,,,12/13/2023 00:00:00
0,153354,Sales Agent,13.12.2023 | HERMES-SOFT TECHNOLOGIES,https://www.ghanajob.com/job-vacancies-ghana/sales-agent-153354,Responsibilities&nbsp;Sales Agent establish relationships with new customersMaintain and grow relationships with existing customersStrive...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,153390,"Manager, Finance and Operations",13.12.2023 | ENGENDERHEALTH,https://www.ghanajob.com/job-vacancies-ghana/manager-finance-operations-153390,COMPANY SUMMARY:EngenderHealth envisions a gender-equal world where all people achieve their sexual and reproductive health and rights. We...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153393,Chief of Party (COP),13.12.2023 | ENGENDERHEALTH,https://www.ghanajob.com/job-vacancies-ghana/chief-party-cop-153393,COMPANY SUMMARYEngenderHealth envisions a gender-equal world where all people achieve their sexual and reproductive health and rights. We...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153403,Website Portfolio Manager,13.12.2023 | TRUSTED FOLKS IT SOLUTIONS,https://www.ghanajob.com/job-vacancies-ghana/website-portfolio-manager-153403,"As a Website Portfolio Manager, you job will include the following:Monitoring the expiration of domains and sending notification to...",Region of : Greater Accra,,,12/13/2023 00:00:00
0,153412,French Sales Officer,13.12.2023 | SASA B2E MANAGEMENT SARL,https://www.ghanajob.com/job-vacancies-ghana/french-sales-officer-153412,"We are looking for our client in the Import-Export and Manufacturing Industry, a high-performing French Sales Officer to help us meet our...",Region of : International,,,12/13/2023 00:00:00
0,153501,Network Technician,13.12.2023 | COLI LINK GHANA LIMITED,https://www.ghanajob.com/job-vacancies-ghana/network-technician-153501,We are looking an&nbsp;Network Technician Who Can Ride a MotorA field technician who will be doing the following:Visiting our base stations...,Region of : Greater Accra,,,12/13/2023 00:00:00
0,153315,Lead Software Engineer - Python,13.12.2023 | REMOTE,https://www.ghanajob.com/job-vacancies-ghana/lead-software-engineer-python-153315,"Datapeople is working to make the hiring process more fair, equitable, and simple for everyone involved. We provide editing tools and...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153316,Senior Web Designer,13.12.2023 | REMOTE,https://www.ghanajob.com/job-vacancies-ghana/senior-web-designer-153316,All of our positions are fully remote. You do not have to relocate to join us!What this job can offer youFocus on improving the overall...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153318,Staff Backend Engineer,13.12.2023 | REMOTE,https://www.ghanajob.com/job-vacancies-ghana/staff-backend-engineer-153318,All of our positions are fully remote. You do not have to relocate to join us!What this job can offer youComplex and meaningful challenges...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153320,Senior UX Researcher,13.12.2023 | REMOTE,https://www.ghanajob.com/job-vacancies-ghana/senior-ux-researcher-153320,All of our positions are fully remote. You do not have to relocate to join us!The positionThis is an exciting time to join Remote and make...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153668,LCS Sales Representative,12.12.2023 | XYLEM,https://www.ghanajob.com/job-vacancies-ghana/lcs-sales-representative-153668,"1) The tissue in plants that brings water upward from the roots;2) a leading global water technology company.Xylem, a leading global water...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153668,LCS Sales Representative,12.12.2023 | XYLEM,https://www.ghanajob.com/job-vacancies-ghana/lcs-sales-representative-153668,"1) The tissue in plants that brings water upward from the roots;2) a leading global water technology company.Xylem, a leading global water...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153664,Sales Support Manager,12.12.2023 | XYLEM,https://www.ghanajob.com/job-vacancies-ghana/sales-support-manager-153664,Job Summary:The Engineering team is seeking for a Sales Support Manager who is passionate about proposal generation and management. In our...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153659,Warehouse Manager,12.12.2023 | XYLEM,https://www.ghanajob.com/job-vacancies-ghana/warehouse-manager-153659,"1) The tissue in plants that brings water upward from the roots;2) a leading global water technology company.Xylem, a leading global water...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153660,Senior Cost Analyst,12.12.2023 | XYLEM,https://www.ghanajob.com/job-vacancies-ghana/senior-cost-analyst-153660,"1) The tissue in plants that brings water upward from the roots;2) a leading global water technology company.Xylem, a leading global water...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153223,Chief Marketing Officer,12.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/chief-marketing-officer-153223,"At Playrix, we pride ourselves on creating exceptional games that inspire millions of players around the world. As one of the top four...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153225,Director of Engineering,12.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/director-engineering-153225,Playrix is one of the world&#39;s most successful game development companies. Our consistent success is a direct result of having a strong...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153226,Senior Engineering Manager,12.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/senior-engineering-manager-153226,Senior Engineering ManagerPlayrix is one of the world&#39;s most successful game development companies. Our consistent success is a direct...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153228,Senior Security Engineer,12.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/senior-security-engineer-153228,Playrix is the largest gaming company in Europe and is among the top 3 most successful mobile developers in the world. We created the hit...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153583,DevOps Engineer,11.12.2023 | MULTIPLIER,https://www.ghanajob.com/job-vacancies-ghana/devops-engineer-153583,We&rsquo;re at the forefront of one of the most exciting evolutions of our generation - remote staffing. No longer do employers have to...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153586,Engineering Manager,11.12.2023 | MULTIPLIER,https://www.ghanajob.com/job-vacancies-ghana/engineering-manager-153586,A BIT ABOUT USWe&rsquo;re at the forefront of one of the most exciting evolutions of our generation - remote staffing. No longer do...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153590,Lead Data Engineer,11.12.2023 | MULTIPLIER,https://www.ghanajob.com/job-vacancies-ghana/lead-data-engineer-153590,"Multiplier enables companies to employ anyone, anywhere in a few clicks. Our SaaS platform combines the multi-local complexities of hiring...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153591,Lead Software Engineer,11.12.2023 | MULTIPLIER,https://www.ghanajob.com/job-vacancies-ghana/lead-software-engineer-153591,"Multiplier enables companies to employ anyone, anywhere in a few clicks. Our SaaS platform combines the multi-local complexities of hiring...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153034,"PEO Solutions Consultant, EMEA",08.12.2023 | DEEL,https://www.ghanajob.com/job-vacancies-ghana/peo-solutions-consultant-emea-153034,"Who we are and what we doDeel is a global team that helps businesses hire anyone, anywhere, easily. Deel consists of more than two thousand...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153040,Senior Global Benefits and Leave of Absence Partner,08.12.2023 | DEEL,https://www.ghanajob.com/job-vacancies-ghana/senior-global-benefits-leave-absence-partner-153040,"Who we are and what we doDeel is a global team that helps businesses hire anyone, anywhere, easily. Deel consists of more than two thousand...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153048,"Senior HR Business Partner, Operations",08.12.2023 | DEEL,https://www.ghanajob.com/job-vacancies-ghana/senior-hr-business-partner-operations-153048,"Who we are and what we doDeel is a global team that helps businesses hire anyone, anywhere, easily. Deel consists of more than two thousand...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153052,"Analyst, Mobility - EMEA",08.12.2023 | DEEL,https://www.ghanajob.com/job-vacancies-ghana/analyst-mobility-emea-153052,"Who we are and what we doDeel is a global team that helps businesses hire anyone, anywhere, easily. Deel consists of more than two thousand...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153053,"Associate Director, Go-to-Market Strategic Operations",08.12.2023 | DEEL,https://www.ghanajob.com/job-vacancies-ghana/associate-director-go-to-market-strategic-operations-153053,"Who we are and what we doDeel is a global team that helps businesses hire anyone, anywhere, easily. Deel consists of more than two thousand...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152983,Head of Data Analytics,07.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/head-data-analytics-152983,Playrix is the largest gaming company in Eastern Europe. We are one of the top 3 most successful mobile game publishers in the world. Our...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152985,Machine Learning Engineer,07.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/machine-learning-engineer-152985,Playrix is the largest gaming company in Eastern Europe. We are one of the top 3 most successful mobile game publishers in the world. Our...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152986,Lead Data Analyst,07.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/lead-data-analyst-152986,Playrix is the largest gaming company in Eastern Europe. We are one of the top 3 most successful mobile game publishers in the world. Our...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152987,Technical Director (Game Project),07.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/technical-director-game-project-152987,We at Playrix are certain that our success is the result of our talented team&#39;s efforts.Every day our programmers develop new features...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152988,Senior C++ Developer (Technical),07.12.2023 | PLAYRIX,https://www.ghanajob.com/job-vacancies-ghana/senior-c-developer-technical-152988,We at Playrix are certain that our success is the result of our talented team&#39;s efforts. We value quality in development and strive to...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153375,Electrical Engineer,06.12.2023 | THE CAPITAL GROUP LTD,https://www.ghanajob.com/job-vacancies-ghana/electrical-engineer-153375,Job DescriptionPerforms planned maintenance activities (work orders and PM&rsquo;s)Carries out process trouble shooting and performs Root...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153372,Direct Sales Executive,06.12.2023 | THE CAPITAL GROUP LTD,https://www.ghanajob.com/job-vacancies-ghana/direct-sales-executive-153372,"Job DescriptionMeeting or exceeding weekly, monthly, and yearly sales quotas.​Canvassing assigned territories to present company products...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153374,General Manager,06.12.2023 | THE CAPITAL GROUP LTD,https://www.ghanajob.com/job-vacancies-ghana/general-manager-153374,"Job DescriptionA Steel Manufacturing Company is seeking to recruit dynamic, results oriented, passionate and self-motivated candidates with...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153371,Facilities and Administration Supervisor,06.12.2023 | THE CAPITAL GROUP LTD,https://www.ghanajob.com/job-vacancies-ghana/facilities-administration-supervisor-153371,"Job DescriptionThe Facilities and Administrative Supervisor will provide administrative, and facility related assistance to employees. In...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,153370,Accountant,06.12.2023 | THE CAPITAL GROUP LTD,https://www.ghanajob.com/job-vacancies-ghana/accountant-153370,"Job DescriptionEstablish, maintain, and coordinate the implementation of accounting and accounting control procedures.Compile and analyze...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152908,"Blockchain Core Developer/Go, Solidity",06.12.2023 | SPECTRUM SEARCH,https://www.ghanajob.com/job-vacancies-ghana/blockchain-core-developergo-solidity-152908,So what&rsquo;s the role &amp; who is it working for?&nbsp;Spectrum Search are delighted to be recruiting a Blockchain Core Developer for a...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152909,Software Engineer (Virtualisation &amp; DevOps),06.12.2023 | SPECTRUM SEARCH,https://www.ghanajob.com/job-vacancies-ghana/software-engineer-virtualisation-devops-152909,"So what&rsquo;s the role &amp; who is it working for?Spectrum Search are currently working with a leading defence organisation, in search...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152910,Head of Engineering,06.12.2023 | SPECTRUM SEARCH,https://www.ghanajob.com/job-vacancies-ghana/head-engineering-152910,So what&rsquo;s the role &amp; who is it working for?&nbsp;Spectrum Search is delighted to be recruiting for a leading-edge web3 software...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152913,Senior Interactive UI/UX Designer,06.12.2023 | SPECTRUM SEARCH,https://www.ghanajob.com/job-vacancies-ghana/senior-interactive-uiux-designer-152913,Spectrum Search are delighted to be recruiting for a Senior Interactive UI/UX Designer innovative web3 entertainment and IP company.&nbsp;...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152914,Senior Product Designer (Web3),06.12.2023 | SPECTRUM SEARCH,https://www.ghanajob.com/job-vacancies-ghana/senior-product-designer-web3-152914,pectrum Search are excited to be recruiting for a Senior Product Designer (Web3) for one of the fasted growing GameTech companies in Europe...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152804,Executive Assistant with Specialisation in Communication,05.12.2023 | HAPAG-LLOYD AG,https://www.ghanajob.com/job-vacancies-ghana/executive-assistant-specialisation-communication-152804,"About the job:To provide comprehensive administrative and communications support to the Managing Director of the Area West Africa office,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152805,Senior Manager Human Resources,05.12.2023 | HAPAG-LLOYD AG,https://www.ghanajob.com/job-vacancies-ghana/senior-manager-human-resources-152805,"Role and responsibilitiesTo perform Human Resources related duties including the administration of company policies, programs and practices...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152806,Senior Manager Area Controlling &amp; Performance,05.12.2023 | HAPAG-LLOYD AG,https://www.ghanajob.com/job-vacancies-ghana/senior-manager-area-controlling-performance-152806,"About The JobArea West and Central Africa is searching for an Area Controlling &amp; Performance Senior Manager based in Ghana, to be...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152807,Director Operations,05.12.2023 | HAPAG-LLOYD AG,https://www.ghanajob.com/job-vacancies-ghana/director-operations-152807,"About the role:Area West and Central Africa is searching for a Director Operations based in Ghana, to oversee all aspects of Operations...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152657,Senior Warehouse Supervisor,02.12.2023 | NEWMONT,https://www.ghanajob.com/job-vacancies-ghana/senior-warehouse-supervisor-152657,"Newmont Mining Corporation is a leading global gold producer with key assets in Nevada, Peru, Australia, Ghana and Suriname.Newmont&rsquo;s...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152659,Senior Mining Applications Specialist,02.12.2023 | NEWMONT,https://www.ghanajob.com/job-vacancies-ghana/senior-mining-applications-specialist-152659,About The Role:The Senior Mining Applications Specialist provides dedicated support for applications and database systems used at...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152660,Senior Control Systems Engineer,02.12.2023 | NEWMONT,https://www.ghanajob.com/job-vacancies-ghana/senior-control-systems-engineer-152660,About This Role:The Senior Control Systems Engineer is a member of the Regional Fixed Plant Control team in Americas and is responsible for...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152661,Control Systems Technical Specialist II,02.12.2023 | NEWMONT,https://www.ghanajob.com/job-vacancies-ghana/control-systems-technical-specialist-ii-152661,About This Role:The Control Systems Technical Specialist II is a member of the global Fixed Plant Control (FPC) systems team and is...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152601,Senior DBA,01.12.2023 | SPORTY GROUP,https://www.ghanajob.com/job-vacancies-ghana/senior-dba-152601,"GLOBAL REMOTESporty &ndash; SPORTY Technical /Full-Time/ RemoteSporty&#39;s sites are some of the most popular on the internet,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152602,Backend Engineer,01.12.2023 | SPORTY GROUP,https://www.ghanajob.com/job-vacancies-ghana/backend-engineer-152602,"GLOBAL REMOTESporty &ndash; SPORTY Technical /Full-Time/ RemoteSporty&#39;s sites are some of the most popular on the internet,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152603,IOS Engineer,01.12.2023 | SPORTY GROUP,https://www.ghanajob.com/job-vacancies-ghana/ios-engineer-152603,"GLOBAL REMOTESporty &ndash; SPORTY Technical /Full-Time/ RemoteSporty&#39;s sites are some of the most popular on the internet,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152540,Strategy &amp; Administration Specialist - Talent &amp; Culture,30.11.2023 | WIKIMEDIA FOUNDATION,https://www.ghanajob.com/job-vacancies-ghana/strategy-administration-specialist-talent-culture-152540,SummaryThe Strategy and Administration Specialist - Talent &amp; Culture (T&amp;C) will support the T&amp;C leadership team by facilitating...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152542,Senior Financial Analyst,30.11.2023 | WIKIMEDIA FOUNDATION,https://www.ghanajob.com/job-vacancies-ghana/senior-financial-analyst-152542,SummaryJoin the Wikimedia Foundation in our ambitious project to empower people to create and share the sum of all human knowledge. We are...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152543,"Product Manager, Mobile Apps",30.11.2023 | WIKIMEDIA FOUNDATION,https://www.ghanajob.com/job-vacancies-ghana/product-manager-mobile-apps-152543,SummaryThe Wikimedia Foundation is looking for a collaborative Product Manager for the Mobile Apps team in our Product and Technology...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152447,Country Manager Kalabash - Ghana,29.11.2023 | WAKANOW,https://www.ghanajob.com/job-vacancies-ghana/country-manager-kalabash-ghana-152447,"&nbsp;Job DescriptionMarket Strategy: Develop and execute a comprehensive market entry and growth strategy for Kalabash Payment in Ghana,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152448,"Operations Manager, Anglophone",29.11.2023 | WAKANOW,https://www.ghanajob.com/job-vacancies-ghana/operations-manager-anglophone-152448,Job DescriptionJob ObjectiveThe Operations Project Manager in Accra will play a pivotal role in assisting the Contact Centre Manager and...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152449,Assistant Finance Manager,29.11.2023 | WAKANOW,https://www.ghanajob.com/job-vacancies-ghana/assistant-finance-manager-152449,"Job DescriptionPrepare reports that outline the company&rsquo;s financial position regarding income, expenses, and earnings based on past,...",Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152450,Customer Service Agent,29.11.2023 | WAKANOW,https://www.ghanajob.com/job-vacancies-ghana/customer-service-agent-152450,Job DescriptionJob Profile&nbsp;The Customer Service Agent is a seasoned professional responsible for delivering top-tier customer service...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,152451,Visa Associate,29.11.2023 | WAKANOW,https://www.ghanajob.com/job-vacancies-ghana/visa-associate-152451,JOB OBJECTIVEThe visa Associate is mainly responsible for carrying out the daily administrative and functional tasks that relate to...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,32051,Logistics Manager,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/logistics-manager-32051,We are looking for profiles and CVs of&nbsp;Logistics Managers&nbsp;that we will send to our large account customers for their future...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,32968,Product Designer,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/product-designer-32968,We are looking for profiles and CVs of Product Designers that we will send to our large account customers for their future recruitment...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,33701,Finance &amp; Accounting Specialist,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/finance-accounting-specialist-33701,We are looking for profiles and CVs of Finance and Accounting Specialists that we will send to our large account customers for their future...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,33702,Director of Sales,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/director-sales-33702,We are looking for profiles and CVs of Directors of Sales that we will send to our large account customers for their future recruitment...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,33924,Production Coordinator,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/production-coordinator-33924,We are looking for profiles and CVs of Production Coordinators that we will send to our large account customers for their future...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,33969,Quality Assurance Manager,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/quality-assurance-manager-33969,We are looking for profiles and CVs of Quality Assurance Managers that we will send to our large account customers for their future...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
0,34033,Purchase Executive,25.11.2023 | AFRICAWORK,https://www.ghanajob.com/job-vacancies-ghana/purchase-executive-34033,We are looking for profiles and CVs of Purchase Executives that we will send to our large account customers for their future recruitment...,Region of : Ashanti - Brong Ahafo - Central - Eastern - Greater Accra -...,,,12/13/2023 00:00:00
